x,y,z
2.662974763604477,0.10106010368592262,-10.048268698471924
2.6714356890522266,0.09131180023696901,-10.078158638437994
2.676512244320876,0.08546281816759685,-10.004065388341388
2.6795581774820665,0.08195342892597356,-9.959609438283426
3.1108460697345963,0.2945779615589077,-9.871584392197818
3.369618805086114,0.42215268113866816,-9.818769364546451
3.524882446297025,0.4986975128865244,-9.787080347955632
4.4769612957352045,0.6980031020623154,-11.117799411119421
5.048208605398113,0.8175864555677901,-11.916230849017694
5.390956991195857,0.8893364676710749,-12.395289711756657
5.35120011847118,0.41089892850098314,-11.148938128129263
5.3273459948363735,0.1238364049989281,-10.401127177952826
4.7301944981725965,0.19700479510101865,-9.24689863326241
4.37190360017433,0.24090582916227296,-8.554361506448158
4.15692906137537,0.26724644959902555,-8.138839230359608
3.8132141719180863,0.2216993458102462,-8.288310459036879
3.6069852382437158,0.1943710835369786,-8.377993196243242
3.4832478780390934,0.17797412617301805,-8.431802838567059
2.9795451295605035,0.07610873767839539,-7.666519435300548
2.67732348047335,0.01498950458162179,-7.207349393340642
2.8947750853514584,-0.20573646342893503,-7.453334914596759
3.0252460482783237,-0.33817204423526914,-7.600926227350431
3.103528626034443,-0.4176333927190696,-7.6894810150026345
4.162797527526824,1.099152437486838,-12.282623115355442
4.798358868422254,2.0092239356103825,-15.038508375567126
5.179695672959511,2.5552668344845095,-16.692039531694135
3.7826836403348465,1.2570784584619665,-14.73928737493046
2.944476420760048,0.4781654328484409,-13.567636080872255
1.7973615904814442,0.6550081160140498,-10.962749546861573
1.1090926923142819,0.7611137259134153,-9.399817626455164
0.6961313534139846,0.8247770918530345,-8.462058474211318
0.20294864587048264,0.37216330301015893,-9.034405289805383
-0.09296097865561853,0.10059502970443358,-9.377813379161822
-0.2705067533712792,-0.06234593427900163,-9.583858232775686
-0.16230405202276751,0.3307012957375844,-10.044918263223574
-0.09738243121366051,0.566529633747536,-10.321554281492306
-0.15045667280444264,-0.21224550420895655,-10.150102774173975
-0.18230121775891192,-0.679510586982852,-10.047231869782978
-0.20140794473159349,-0.9598696366471893,-9.98550932714838
-0.028817552762709753,-0.7599762101408063,-10.469963347999684
0.07473668241862048,-0.6400401542369765,-10.760635760510466
0.13686922352741862,-0.5680785206946786,-10.935039208016935
0.20482448621811294,-0.40219858846763806,-10.94765406244457
0.24559764383252952,-0.30267062913141374,-10.955222975101151
0.08600711024868682,-0.12025090142801736,-10.039492181932635
-0.0097472099016188,-0.010799064805979523,-9.490053706031526
-0.06719980199180217,0.054872037167243176,-9.16039062049086
0.1437345469574114,0.0942746983511768,-9.944216385979756
0.2702951563269395,0.11791629506153697,-10.414511845273093
0.34623152194865636,0.13210125308775308,-10.696689120849097
0.39179334132168653,0.14061222790348274,-10.896671224220114
0.41913043294550456,0.14571881279292054,-11.016660486242724
0.7729658061993652,0.2101342397774141,-10.81257240122755
0.9852670301516816,0.24878349596811022,-10.690119550218444
1.1126477645230715,0.2719730496825279,-10.616647839612982
0.943670300942582,0.31656251993659396,-10.051077266817643
0.8422838227942882,0.3433162020890336,-9.711734923140439
0.9655063640578045,0.35936841138049735,-10.029617063366178
1.0394398888159144,0.36899973695537563,-10.220346347501621
1.0838000036707802,0.37477853230030256,-10.33478391798289
1.0490645965328689,0.3782458095072587,-10.495473674347895
1.028223352250122,0.38032617583143247,-10.5918875281669
1.015718605680474,0.3815743956259367,-10.649735840458302
0.9161885436624387,0.32097185145180834,-10.653769089807728
0.8564705064516177,0.28461032494733135,-10.656189039417384
0.6979367320234633,0.324144885095476,-10.289532152878191
0.6028164673665706,0.3478656211843628,-10.069538020954676
0.5457443085724349,0.3620980628376949,-9.937541541800567
0.45014953724512274,0.37063752782969417,-10.226452510613086
0.3927926744487354,0.3757612068248937,-10.399799091900597
0.358378556770903,0.37883541422201344,-10.503807040673106
0.46043303826586535,0.4420314147111162,-10.474184595860365
0.5216657271628428,0.47994901500457776,-10.456411128972718
0.4663781264247829,0.4106723611044084,-10.3843955727893
0.4332055659819469,0.3691063687643068,-10.34118623907925
0.41330202971624536,0.34416677336024587,-10.315260638853218
0.3093326938805781,0.2678515400669784,-10.330381016743015
0.24695109237917773,0.22206240009101794,-10.339453243476893
0.2095221314783375,0.19458891610544163,-10.34489657951722
0.24841623098866428,0.23945630176492677,-10.378838319166832
0.27175269069486035,0.26637673316061783,-10.399203362956598
0.40845751862023977,0.31320473002344795,-10.47277386528129
0.4904804153754674,0.341301528141146,-10.516916166676104
0.5396941534286039,0.35815960701176486,-10.543401547512993
0.507870920209655,0.3989501923595516,-10.46726556193888
