aceleracion_x,aceleracion_y,aceleracion_z
0.9978567458939204,-0.0009120121843992371,0.0638591543433986
0.9978567458939204,-0.0009120121843992371,0.0638591543433986
0.9978567458939204,-0.0009120121843992371,0.0638591543433986
0.9972290975310334,-0.0018066428470627466,0.06973849957374399
0.9972290975310334,-0.0018066428470627466,0.06973849957374399
0.9972290975310334,-0.0018066428470627466,0.06973849957374399
0.9943724966966302,0.0005062452943595684,0.10583221033021686
0.9943724966966302,0.0005062452943595684,0.10583221033021686
0.9975611707654911,-4.273872834481066e-18,0.06979764022502984
0.9975611707654911,-4.273872834481066e-18,0.06979764022502984
0.9975611707654911,-4.273872834481066e-18,0.06979764022502984
0.9953878924197544,0.0019023865818668393,0.02019578573249953
0.9953878924197544,0.0019023865818668393,0.02019578573249953
0.9953878924197544,0.0019023865818668393,0.02019578573249953
0.9998527182088262,-0.00013596909039835747,-0.014278107585175977
0.9998527182088262,-0.00013596909039835747,-0.014278107585175977
0.9982042532697903,0.0008038426888953894,0.058293684776644684
0.9982042532697903,0.0008038426888953894,0.058293684776644684
0.9982042532697903,0.0008038426888953894,0.058293684776644684
0.9938123245280889,0.004256693754677419,0.10313309278471826
0.9938123245280889,0.004256693754677419,0.10313309278471826
0.9938123245280889,0.004256693754677419,0.10313309278471826
0.9933164084259846,0.005644006351799072,0.1010605664818454
0.9933164084259846,0.005644006351799072,0.1010605664818454
0.9939442740498478,0.004765921833654775,0.09874575919347967
0.9939442740498478,0.004765921833654775,0.09874575919347967
0.9939442740498478,0.004765921833654775,0.09874575919347967
0.9948256474188091,-0.0012395219486816104,0.10085085082800872
0.9948256474188091,-0.0012395219486816104,0.10085085082800872
0.9948256474188091,-0.0012395219486816104,0.10085085082800872
0.9925062837110736,-0.0018781551119789789,0.12120737364554457
0.9925062837110736,-0.0018781551119789789,0.12120737364554457
0.9902186837750412,-0.009419310162993983,0.11096224769919547
0.9902186837750412,-0.009419310162993983,0.11096224769919547
0.9902186837750412,-0.009419310162993983,0.11096224769919547
0.993078699561588,-0.006908814313169993,0.08037020376877317
0.993078699561588,-0.006908814313169993,0.08037020376877317
0.990547589575551,-0.005138359661465632,0.03870722533798764
0.990547589575551,-0.005138359661465632,0.03870722533798764
0.990547589575551,-0.005138359661465632,0.03870722533798764
0.9943217164410374,-0.005337997099742134,0.06096937947705246
0.9943217164410374,-0.005337997099742134,0.06096937947705246
0.9943217164410374,-0.005337997099742134,0.06096937947705246
0.9907020571720914,-0.008363044326778212,0.071939361224051
0.9907020571720914,-0.008363044326778212,0.071939361224051
0.9952518056278309,-0.00397438534435031,0.04622981228124761
0.9952518056278309,-0.00397438534435031,0.04622981228124761
0.9952518056278309,-0.00397438534435031,0.04622981228124761
0.9948601199049185,-0.0020247460223580304,0.02030984973681651
0.9948601199049185,-0.0020247460223580304,0.02030984973681651
0.9948601199049185,-0.0020247460223580304,0.02030984973681651
0.9982748095624399,-0.0016660919651083073,0.03570739702112364
0.9982748095624399,-0.0016660919651083073,0.03570739702112364
0.9935351805696395,-0.005583009426471774,0.05638664907602546
0.9935351805696395,-0.005583009426471774,0.05638664907602546
0.9935351805696395,-0.005583009426471774,0.05638664907602546
0.9863608734929706,-0.009426008475833168,0.06091985881717886
0.9863608734929706,-0.009426008475833168,0.06091985881717886
0.9863608734929706,-0.009426008475833168,0.06091985881717886
0.9959593139531121,0.0,0.0
0.9959593139531121,0.0,0.0
0.964974744762658,-0.009691664225474463,0.03601461995351286
0.964974744762658,-0.009691664225474463,0.03601461995351286
0.964974744762658,-0.009691664225474463,0.03601461995351286
0.9843061746805882,-0.01176224870292403,0.07206608127763647
0.9843061746805882,-0.01176224870292403,0.07206608127763647
0.9843061746805882,-0.01176224870292403,0.07206608127763647
0.9829593479799535,-0.01688027802032406,0.13807758698079858
0.9829593479799535,-0.01688027802032406,0.13807758698079858
0.9978764192375804,0.0012246426425341157,0.06207756719393254
0.9978764192375804,0.0012246426425341157,0.06207756719393254
0.9978764192375804,0.0012246426425341157,0.06207756719393254
0.9990724329970961,-0.0008409868525896851,0.036303020441441174
0.9990724329970961,-0.0008409868525896851,0.036303020441441174
0.9990724329970961,-0.0008409868525896851,0.036303020441441174
0.9955133436652361,-0.0036567720537725606,0.043314042567801
0.9955133436652361,-0.0036567720537725606,0.043314042567801
0.9948295040987689,-0.004935460735561422,0.08174439883727827
0.9948295040987689,-0.004935460735561422,0.08174439883727827
0.9948295040987689,-0.004935460735561422,0.08174439883727827
0.9876313311360869,-0.012311932447618608,0.11572546106879614
0.9876313311360869,-0.012311932447618608,0.11572546106879614
0.9876313311360869,-0.012311932447618608,0.11572546106879614
0.9919093019662082,-0.008076886697096407,0.08691791379308805
0.9919093019662082,-0.008076886697096407,0.08691791379308805
0.9819665459515682,-0.01571276330970154,0.16284006329264872
0.9819665459515682,-0.01571276330970154,0.16284006329264872
0.9819665459515682,-0.01571276330970154,0.16284006329264872
0.979875961594836,-0.019865252009790498,0.15135601653460823
0.979875961594836,-0.019865252009790498,0.15135601653460823
0.979875961594836,-0.019865252009790498,0.15135601653460823
0.9853079187494824,-0.014688211948037247,0.12170029305593409
0.9853079187494824,-0.014688211948037247,0.12170029305593409
0.9694816459414757,-0.02754362250668772,0.1293556992071857
0.9694816459414757,-0.02754362250668772,0.1293556992071857
0.9694816459414757,-0.02754362250668772,0.1293556992071857
0.9733977125538513,-0.026199068672461006,0.14612618901157032
0.9733977125538513,-0.026199068672461006,0.14612618901157032
0.9809854460635674,-0.018809913839228472,0.14632994851971515
0.9809854460635674,-0.018809913839228472,0.14632994851971515
0.9809854460635674,-0.018809913839228472,0.14632994851971515
0.9800434790807059,-0.019940655185452464,0.13700708651863588
0.9800434790807059,-0.019940655185452464,0.13700708651863588
0.9800434790807059,-0.019940655185452464,0.13700708651863588
0.9785257827296884,-0.021336662083698582,0.1530245778272318
0.9785257827296884,-0.021336662083698582,0.1530245778272318
0.9815379618797495,-0.018416510035823504,0.13930463069554344
0.9815379618797495,-0.018416510035823504,0.13930463069554344
0.9815379618797495,-0.018416510035823504,0.13930463069554344
0.9883365924541636,-0.010180807116234938,0.1311533262320236
0.9883365924541636,-0.010180807116234938,0.1311533262320236
0.9883365924541636,-0.010180807116234938,0.1311533262320236
0.9845769528735285,-0.009989089343892307,0.16405657466074214
0.9845769528735285,-0.009989089343892307,0.16405657466074214
0.98087640545476,-0.018674922021887114,0.12119311395118142
0.98087640545476,-0.018674922021887114,0.12119311395118142
0.98087640545476,-0.018674922021887114,0.12119311395118142
0.9721347820907343,-0.019268197782067273,0.21711677923916287
0.9721347820907343,-0.019268197782067273,0.21711677923916287
0.9721347820907343,-0.019268197782067273,0.21711677923916287
0.9803606173573138,-0.009647476865120326,0.19062604313113443
0.9803606173573138,-0.009647476865120326,0.19062604313113443
0.9868558982163756,-0.012407231688447106,0.13149628613918787
0.9868558982163756,-0.012407231688447106,0.13149628613918787
0.9868558982163756,-0.012407231688447106,0.13149628613918787
0.9741142164764662,-0.025509299129474985,0.14451255857114217
0.9741142164764662,-0.025509299129474985,0.14451255857114217
0.9741142164764662,-0.025509299129474985,0.14451255857114217
0.9789496025580421,-0.02038543265000592,0.16066941651669456
0.9789496025580421,-0.02038543265000592,0.16066941651669456
0.9888107157624599,-0.00892502550543155,0.1334078783820558
0.9888107157624599,-0.00892502550543155,0.1334078783820558
0.9888107157624599,-0.00892502550543155,0.1334078783820558
0.9869893272838802,-0.012970441107731032,0.11771841710772236
0.9869893272838802,-0.012970441107731032,0.11771841710772236
0.9869893272838802,-0.012970441107731032,0.11771841710772236
0.9891230099127358,-0.01073978043377074,0.1116825386219992
0.9891230099127358,-0.01073978043377074,0.1116825386219992
